SignatureId	TargetGene	CGSID	CellLine	Time	is_exemplar
LINCSKD_4487	DUSP11	CGS001-8446	A549	96 h	1
LINCSKD_4488	DUSP14	CGS001-11072	A549	96 h	1
LINCSKD_4489	DUSP2	CGS001-1844	A549	96 h	1
LINCSKD_4490	DUSP22	CGS001-56940	A549	96 h	1
LINCSKD_4491	DUSP3	CGS001-1845	A549	96 h	1
LINCSKD_4492	DUSP6	CGS001-1848	A549	96 h	1
LINCSKD_4493	DUSP7	CGS001-1849	A549	96 h	1
LINCSKD_4494	DUSP9	CGS001-1852	A549	96 h	1
LINCSKD_4495	DVL1	CGS001-1855	A549	96 h	1
LINCSKD_4496	DVL2	CGS001-1856	A549	96 h	1
LINCSKD_4497	DYNLL1	CGS001-8655	A549	96 h	1
LINCSKD_4498	DYNLL2	CGS001-140735	A549	96 h	1
LINCSKD_4499	DYNLT3	CGS001-6990	A549	96 h	1
LINCSKD_4500	DYRK1A	CGS001-1859	A549	96 h	1
LINCSKD_4501	DYRK3	CGS001-8444	A549	96 h	1
LINCSKD_4502	E2F1	CGS001-1869	A549	96 h	1
LINCSKD_4503	E2F3	CGS001-1871	A549	96 h	1
LINCSKD_4504	E2F4	CGS001-1874	A549	96 h	1
LINCSKD_4505	E2F5	CGS001-1875	A549	96 h	1
LINCSKD_4506	E2F6	CGS001-1876	A549	96 h	1
LINCSKD_4507	E2F8	CGS001-79733	A549	96 h	1
LINCSKD_4508	EAPP	CGS001-55837	A549	96 h	1
LINCSKD_4509	EBF1	CGS001-1879	A549	96 h	1
LINCSKD_4510	EBNA1BP2	CGS001-10969	A549	96 h	1
LINCSKD_4511	EBP	CGS001-10682	A549	96 h	1
LINCSKD_4512	ECD	CGS001-11319	A549	96 h	1
LINCSKD_4513	ECH1	CGS001-1891	A549	96 h	1
LINCSKD_4514	ECHS1	CGS001-1892	A549	96 h	1
LINCSKD_4515	ECI1	CGS001-1632	A549	96 h	1
LINCSKD_4516	ECSIT	CGS001-51295	A549	96 h	1
LINCSKD_4517	EDEM1	CGS001-9695	A549	96 h	1
LINCSKD_4518	EDN1	CGS001-1906	A549	96 h	1
LINCSKD_4519	EDNRB	CGS001-1910	A549	96 h	1
LINCSKD_4520	EFCAB2	CGS001-84288	A549	96 h	1
LINCSKD_4521	EFNB2	CGS001-1948	A549	96 h	1
LINCSKD_4522	EFNB3	CGS001-1949	A549	96 h	1
LINCSKD_4523	EGF	CGS001-1950	A549	96 h	1
LINCSKD_4524	EGFR	CGS001-1956	A549	96 h	1
LINCSKD_4525	EGLN1	CGS001-54583	A549	96 h	1
LINCSKD_4526	EGLN2	CGS001-112398	A549	96 h	1
LINCSKD_4527	EGR1	CGS001-1958	A549	96 h	1
LINCSKD_4528	EGR2	CGS001-1959	A549	96 h	1
LINCSKD_4529	EGR3	CGS001-1960	A549	96 h	1
LINCSKD_4530	EHF	CGS001-26298	A549	96 h	1
LINCSKD_4531	EHHADH	CGS001-1962	A549	96 h	1
LINCSKD_4532	EHMT2	CGS001-10919	A549	96 h	1
LINCSKD_4533	EIF1B	CGS001-10289	A549	96 h	1
LINCSKD_4534	EIF2AK3	CGS001-9451	A549	96 h	1
LINCSKD_4535	EIF2B2	CGS001-8892	A549	96 h	1
LINCSKD_4536	EIF2B3	CGS001-8891	A549	96 h	1
LINCSKD_4537	EIF2B5	CGS001-8893	A549	96 h	1
LINCSKD_4538	EIF2C1	CGS001-26523	A549	96 h	1
LINCSKD_4539	EIF2C2	CGS001-27161	A549	96 h	1
LINCSKD_4540	EIF2C3	CGS001-192669	A549	96 h	1
LINCSKD_4541	EIF2S2	CGS001-8894	A549	96 h	1
LINCSKD_4542	EIF3H	CGS001-8667	A549	96 h	1
LINCSKD_4543	EIF3J	CGS001-8669	A549	96 h	1
LINCSKD_4544	EIF4B	CGS001-1975	A549	96 h	1
LINCSKD_4545	EIF4E	CGS001-1977	A549	96 h	1
LINCSKD_4546	EIF4EBP1	CGS001-1978	A549	96 h	1
LINCSKD_4547	EIF4G1	CGS001-1981	A549	96 h	1
LINCSKD_4548	EIF5	CGS001-1983	A549	96 h	1
LINCSKD_4549	EIF5A	CGS001-1984	A549	96 h	1
LINCSKD_4550	EIF6	CGS001-3692	A549	96 h	1
LINCSKD_4551	ELAC2	CGS001-60528	A549	96 h	1
LINCSKD_4552	ELAVL1	CGS001-1994	A549	96 h	1
LINCSKD_4553	ELF1	CGS001-1997	A549	96 h	1
LINCSKD_4554	ELF3	CGS001-1999	A549	96 h	1
LINCSKD_4555	ELF4	CGS001-2000	A549	96 h	1
LINCSKD_4556	ELK1	CGS001-2002	A549	96 h	1
LINCSKD_4557	ELK3	CGS001-2004	A549	96 h	1
LINCSKD_4558	ELL3	CGS001-80237	A549	96 h	1
LINCSKD_4559	ELOVL6	CGS001-79071	A549	96 h	1
LINCSKD_4560	ELTD1	CGS001-64123	A549	96 h	1
LINCSKD_4561	EMD	CGS001-2010	A549	96 h	1
LINCSKD_4562	EML3	CGS001-256364	A549	96 h	1
LINCSKD_4563	EMR1	CGS001-2015	A549	96 h	1
LINCSKD_4564	ENDOG	CGS001-2021	A549	96 h	1
LINCSKD_4565	ENO1	CGS001-2023	A549	96 h	1
LINCSKD_4566	ENOPH1	CGS001-58478	A549	96 h	1
LINCSKD_4567	ENOSF1	CGS001-55556	A549	96 h	1
LINCSKD_4568	ENPP1	CGS001-5167	A549	96 h	1
LINCSKD_4569	ENTPD6	CGS001-955	A549	96 h	1
LINCSKD_4570	EP300	CGS001-2033	A549	96 h	1
LINCSKD_4571	EPB41L2	CGS001-2037	A549	96 h	1
LINCSKD_4572	EPB41L4B	CGS001-54566	A549	96 h	1
LINCSKD_4573	EPC1	CGS001-80314	A549	96 h	1
LINCSKD_4574	EPCAM	CGS001-4072	A549	96 h	1
LINCSKD_4575	EPDR1	CGS001-54749	A549	96 h	1
LINCSKD_4576	EPHA2	CGS001-1969	A549	96 h	1
LINCSKD_4577	EPHA3	CGS001-2042	A549	96 h	1
LINCSKD_4578	EPHA6	CGS001-285220	A549	96 h	1
LINCSKD_4579	EPHB2	CGS001-2048	A549	96 h	1
LINCSKD_4580	EPHB4	CGS001-2050	A549	96 h	1
LINCSKD_4581	EPHX2	CGS001-2053	A549	96 h	1
LINCSKD_4582	EPN2	CGS001-22905	A549	96 h	1
LINCSKD_4583	EPO	CGS001-2056	A549	96 h	1
LINCSKD_4584	EPOR	CGS001-2057	A549	96 h	1
LINCSKD_4585	EPRS	CGS001-2058	A549	96 h	1
LINCSKD_4586	ERAP1	CGS001-51752	A549	96 h	1
LINCSKD_4587	ERAP2	CGS001-64167	A549	96 h	1
LINCSKD_4588	ERBB2	CGS001-2064	A549	96 h	1
LINCSKD_4589	ERBB3	CGS001-2065	A549	96 h	1
LINCSKD_4590	ERBB4	CGS001-2066	A549	96 h	1
LINCSKD_4591	ERCC1	CGS001-2067	A549	96 h	1
LINCSKD_4592	ERCC2	CGS001-2068	A549	96 h	1
LINCSKD_4593	ERCC3	CGS001-2071	A549	96 h	1
LINCSKD_4594	ERCC4	CGS001-2072	A549	96 h	1
LINCSKD_4595	ERCC5	CGS001-2073	A549	96 h	1
LINCSKD_4596	ERCC6L	CGS001-54821	A549	96 h	1
LINCSKD_4597	ERG	CGS001-2078	A549	96 h	1
LINCSKD_4598	ERGIC1	CGS001-57222	A549	96 h	1
LINCSKD_4599	ERGIC2	CGS001-51290	A549	96 h	1
LINCSKD_4600	ERH	CGS001-2079	A549	96 h	1
LINCSKD_4601	ERLIN1	CGS001-10613	A549	96 h	1
LINCSKD_4602	ERO1L	CGS001-30001	A549	96 h	1
LINCSKD_4603	ESD	CGS001-2098	A549	96 h	1
LINCSKD_4604	ESPL1	CGS001-9700	A549	96 h	1
LINCSKD_4605	ESR1	CGS001-2099	A549	96 h	1
LINCSKD_4606	ESR2	CGS001-2100	A549	96 h	1
LINCSKD_4607	ESRRA	CGS001-2101	A549	96 h	1
LINCSKD_4608	ESYT1	CGS001-23344	A549	96 h	1
LINCSKD_4609	ETFA	CGS001-2108	A549	96 h	1
LINCSKD_4610	ETFB	CGS001-2109	A549	96 h	1
LINCSKD_4611	ETNK1	CGS001-55500	A549	96 h	1
LINCSKD_4612	ETS1	CGS001-2113	A549	96 h	1
LINCSKD_4613	ETS2	CGS001-2114	A549	96 h	1
LINCSKD_4614	ETV1	CGS001-2115	A549	96 h	1
LINCSKD_4615	ETV4	CGS001-2118	A549	96 h	1
LINCSKD_4616	ETV5	CGS001-2119	A549	96 h	1
LINCSKD_4617	EVL	CGS001-51466	A549	96 h	1
LINCSKD_4618	EWSR1	CGS001-2130	A549	96 h	1
LINCSKD_4619	EXO1	CGS001-9156	A549	96 h	1
LINCSKD_4620	EXOC2	CGS001-55770	A549	96 h	1
LINCSKD_4621	EXOC6	CGS001-54536	A549	96 h	1
LINCSKD_4622	EXOSC4	CGS001-54512	A549	96 h	1
LINCSKD_4623	EXOSC8	CGS001-11340	A549	96 h	1
LINCSKD_4624	EXT1	CGS001-2131	A549	96 h	1
LINCSKD_4625	EXT2	CGS001-2132	A549	96 h	1
LINCSKD_4626	EYA1	CGS001-2138	A549	96 h	1
LINCSKD_4627	EZH1	CGS001-2145	A549	96 h	1
LINCSKD_4628	EZH2	CGS001-2146	A549	96 h	1
LINCSKD_4629	F10	CGS001-2159	A549	96 h	1
LINCSKD_4630	F11	CGS001-2160	A549	96 h	1
LINCSKD_4631	F12	CGS001-2161	A549	96 h	1
LINCSKD_4632	F2	CGS001-2147	A549	96 h	1
LINCSKD_4633	F2R	CGS001-2149	A549	96 h	1
LINCSKD_4634	F2RL1	CGS001-2150	A549	96 h	1
LINCSKD_4635	F3	CGS001-2152	A549	96 h	1
LINCSKD_4636	F5	CGS001-2153	A549	96 h	1
LINCSKD_4637	F7	CGS001-2155	A549	96 h	1
LINCSKD_4638	FAAH	CGS001-2166	A549	96 h	1
LINCSKD_4639	FABP1	CGS001-2168	A549	96 h	1
LINCSKD_4640	FABP4	CGS001-2167	A549	96 h	1
LINCSKD_4641	FABP5	CGS001-2171	A549	96 h	1
LINCSKD_4642	FABP6	CGS001-2172	A549	96 h	1
LINCSKD_4643	FADD	CGS001-8772	A549	96 h	1
LINCSKD_4644	FADS1	CGS001-3992	A549	96 h	1
LINCSKD_4645	FAH	CGS001-2184	A549	96 h	1
LINCSKD_4646	FAIM	CGS001-55179	A549	96 h	1
LINCSKD_4647	FAM104A	CGS001-84923	A549	96 h	1
LINCSKD_4648	FAM114A2	CGS001-10827	A549	96 h	1
LINCSKD_4649	FAM120A	CGS001-23196	A549	96 h	1
LINCSKD_4650	FAM20B	CGS001-9917	A549	96 h	1
LINCSKD_4651	FAM3C	CGS001-10447	A549	96 h	1
LINCSKD_4652	FAM57A	CGS001-79850	A549	96 h	1
LINCSKD_4653	FAM63A	CGS001-55793	A549	96 h	1
LINCSKD_4654	FAM69A	CGS001-388650	A549	96 h	1
LINCSKD_4655	FANCA	CGS001-2175	A549	96 h	1
LINCSKD_4656	FANCF	CGS001-2188	A549	96 h	1
LINCSKD_4657	FANCG	CGS001-2189	A549	96 h	1
LINCSKD_4658	FANCL	CGS001-55120	A549	96 h	1
LINCSKD_4659	FAS	CGS001-355	A549	96 h	1
LINCSKD_4660	FASLG	CGS001-356	A549	96 h	1
LINCSKD_4661	FASN	CGS001-2194	A549	96 h	1
LINCSKD_4662	FASTKD5	CGS001-60493	A549	96 h	1
LINCSKD_4663	FAT1	CGS001-2195	A549	96 h	1
LINCSKD_4664	FAU	CGS001-2197	A549	96 h	1
LINCSKD_4665	FBP1	CGS001-2203	A549	96 h	1
LINCSKD_4666	FBRS	CGS001-64319	A549	96 h	1
LINCSKD_4667	FBXL12	CGS001-54850	A549	96 h	1
LINCSKD_4668	FBXL19	CGS001-54620	A549	96 h	1
LINCSKD_4669	FBXL20	CGS001-84961	A549	96 h	1
LINCSKD_4670	FBXO11	CGS001-80204	A549	96 h	1
LINCSKD_4671	FBXO21	CGS001-23014	A549	96 h	1
LINCSKD_4672	FBXO5	CGS001-26271	A549	96 h	1
LINCSKD_4673	FBXO7	CGS001-25793	A549	96 h	1
LINCSKD_4674	FBXW11	CGS001-23291	A549	96 h	1
LINCSKD_4675	FCGR2A	CGS001-2212	A549	96 h	1
LINCSKD_4676	FCHO1	CGS001-23149	A549	96 h	1
LINCSKD_4677	FDFT1	CGS001-2222	A549	96 h	1
LINCSKD_4678	FDPS	CGS001-2224	A549	96 h	1
LINCSKD_4679	FDX1	CGS001-2230	A549	96 h	1
LINCSKD_4680	FDX1L	CGS001-112812	A549	96 h	1
LINCSKD_4681	FDXR	CGS001-2232	A549	96 h	1
LINCSKD_4682	FECH	CGS001-2235	A549	96 h	1
LINCSKD_4683	FER	CGS001-2241	A549	96 h	1
LINCSKD_4684	FERD3L	CGS001-222894	A549	96 h	1
LINCSKD_4685	FERMT1	CGS001-55612	A549	96 h	1
LINCSKD_4686	FES	CGS001-2242	A549	96 h	1
LINCSKD_4687	FEZ1	CGS001-9638	A549	96 h	1
LINCSKD_4688	FEZ2	CGS001-9637	A549	96 h	1
LINCSKD_4689	FGA	CGS001-2243	A549	96 h	1
LINCSKD_4690	FGB	CGS001-2244	A549	96 h	1
LINCSKD_4691	FGF2	CGS001-2247	A549	96 h	1
LINCSKD_4692	FGF9	CGS001-2254	A549	96 h	1
LINCSKD_4693	FGFR1	CGS001-2260	A549	96 h	1
LINCSKD_4694	FGFR1OP	CGS001-11116	A549	96 h	1
LINCSKD_4695	FGFR2	CGS001-2263	A549	96 h	1
LINCSKD_4696	FGFR3	CGS001-2261	A549	96 h	1
LINCSKD_4697	FGFR4	CGS001-2264	A549	96 h	1
LINCSKD_4698	FGFRL1	CGS001-53834	A549	96 h	1
LINCSKD_4699	FGG	CGS001-2266	A549	96 h	1
LINCSKD_4700	FHL2	CGS001-2274	A549	96 h	1
LINCSKD_4701	FIBP	CGS001-9158	A549	96 h	1
LINCSKD_4702	FIGF	CGS001-2277	A549	96 h	1
LINCSKD_4703	FIS1	CGS001-51024	A549	96 h	1
LINCSKD_4704	FKBP14	CGS001-55033	A549	96 h	1
LINCSKD_4705	FKBP1A	CGS001-2280	A549	96 h	1
LINCSKD_4706	FKBP3	CGS001-2287	A549	96 h	1
LINCSKD_4707	FKBP4	CGS001-2288	A549	96 h	1
LINCSKD_4708	FKBP5	CGS001-2289	A549	96 h	1
LINCSKD_4709	FKBP8	CGS001-23770	A549	96 h	1
LINCSKD_4710	FLI1	CGS001-2313	A549	96 h	1
LINCSKD_4711	FLT1	CGS001-2321	A549	96 h	1
LINCSKD_4712	FLT3	CGS001-2322	A549	96 h	1
LINCSKD_4713	FLT4	CGS001-2324	A549	96 h	1
LINCSKD_4714	FN1	CGS001-2335	A549	96 h	1
LINCSKD_4715	FOLR1	CGS001-2348	A549	96 h	1
LINCSKD_4716	FOS	CGS001-2353	A549	96 h	1
LINCSKD_4717	FOSL1	CGS001-8061	A549	96 h	1
LINCSKD_4718	FOSL2	CGS001-2355	A549	96 h	1
LINCSKD_4719	FOXA1	CGS001-3169	A549	96 h	1
LINCSKD_4720	FOXA2	CGS001-3170	A549	96 h	1
LINCSKD_4721	FOXA3	CGS001-3171	A549	96 h	1
LINCSKD_4722	FOXD4L3	CGS001-286380	A549	96 h	1
LINCSKD_4723	FOXF2	CGS001-2295	A549	96 h	1
LINCSKD_4724	FOXJ2	CGS001-55810	A549	96 h	1
LINCSKD_4725	FOXJ3	CGS001-22887	A549	96 h	1
LINCSKD_4726	FOXN3	CGS001-1112	A549	96 h	1
LINCSKD_4727	FOXO1	CGS001-2308	A549	96 h	1
LINCSKD_4728	FOXO3	CGS001-2309	A549	96 h	1
LINCSKD_4729	FOXO4	CGS001-4303	A549	96 h	1
LINCSKD_4730	FOXP3	CGS001-50943	A549	96 h	1
LINCSKD_4731	FOXP4	CGS001-116113	A549	96 h	1
LINCSKD_4732	FOXQ1	CGS001-94234	A549	96 h	1
LINCSKD_4733	FOXR1	CGS001-283150	A549	96 h	1
LINCSKD_4734	FPGS	CGS001-2356	A549	96 h	1
LINCSKD_4735	FRAT1	CGS001-10023	A549	96 h	1
LINCSKD_4736	FRAT2	CGS001-23401	A549	96 h	1
LINCSKD_4737	FSD1	CGS001-79187	A549	96 h	1
LINCSKD_4738	FTCD	CGS001-10841	A549	96 h	1
LINCSKD_4739	FTH1	CGS001-2495	A549	96 h	1
LINCSKD_4740	FTL	CGS001-2512	A549	96 h	1
LINCSKD_4741	FTSJ1	CGS001-24140	A549	96 h	1
LINCSKD_4742	FURIN	CGS001-5045	A549	96 h	1
LINCSKD_4743	FUS	CGS001-2521	A549	96 h	1
LINCSKD_4744	FUT1	CGS001-2523	A549	96 h	1
LINCSKD_4745	FUT2	CGS001-2524	A549	96 h	1
LINCSKD_4746	FYN	CGS001-2534	A549	96 h	1
LINCSKD_4747	FZD1	CGS001-8321	A549	96 h	1
LINCSKD_4748	FZD2	CGS001-2535	A549	96 h	1
LINCSKD_4749	FZD3	CGS001-7976	A549	96 h	1
LINCSKD_4750	FZD4	CGS001-8322	A549	96 h	1
LINCSKD_4751	FZD5	CGS001-7855	A549	96 h	1
LINCSKD_4752	FZD6	CGS001-8323	A549	96 h	1
LINCSKD_4753	FZD7	CGS001-8324	A549	96 h	1
LINCSKD_4754	FZD8	CGS001-8325	A549	96 h	1
LINCSKD_4755	G2E3	CGS001-55632	A549	96 h	1
LINCSKD_4756	G3BP2	CGS001-9908	A549	96 h	1
LINCSKD_4757	G6PC	CGS001-2538	A549	96 h	1
LINCSKD_4758	G6PD	CGS001-2539	A549	96 h	1
LINCSKD_4759	GAA	CGS001-2548	A549	96 h	1
LINCSKD_4760	GABARAPL1	CGS001-23710	A549	96 h	1
LINCSKD_4761	GABBR1	CGS001-2550	A549	96 h	1
LINCSKD_4762	GABBR2	CGS001-9568	A549	96 h	1
LINCSKD_4763	GABPB1	CGS001-2553	A549	96 h	1
LINCSKD_4764	GABPB2	CGS001-126626	A549	96 h	1
LINCSKD_4765	GABRA5	CGS001-2558	A549	96 h	1
LINCSKD_4766	GABRB3	CGS001-2562	A549	96 h	1
LINCSKD_4767	GABRG1	CGS001-2565	A549	96 h	1
LINCSKD_4768	GABRP	CGS001-2568	A549	96 h	1
LINCSKD_4769	GADD45A	CGS001-1647	A549	96 h	1
LINCSKD_4770	GADD45B	CGS001-4616	A549	96 h	1
LINCSKD_4771	GAK	CGS001-2580	A549	96 h	1
LINCSKD_4772	GALC	CGS001-2581	A549	96 h	1
LINCSKD_4773	GALE	CGS001-2582	A549	96 h	1
LINCSKD_4774	GALNS	CGS001-2588	A549	96 h	1
LINCSKD_4775	GALNT1	CGS001-2589	A549	96 h	1
LINCSKD_4776	GALT	CGS001-2592	A549	96 h	1
LINCSKD_4777	GAMT	CGS001-2593	A549	96 h	1
LINCSKD_4778	GAPDH	CGS001-2597	A549	96 h	1
LINCSKD_4779	GART	CGS001-2618	A549	96 h	1
LINCSKD_4780	GAS6	CGS001-2621	A549	96 h	1
LINCSKD_4781	GATA1	CGS001-2623	A549	96 h	1
LINCSKD_4782	GATA2	CGS001-2624	A549	96 h	1
LINCSKD_4783	GATA3	CGS001-2625	A549	96 h	1
LINCSKD_4784	GATA6	CGS001-2627	A549	96 h	1
LINCSKD_4785	GATAD1	CGS001-57798	A549	96 h	1
LINCSKD_4786	GATAD2A	CGS001-54815	A549	96 h	1
LINCSKD_4787	GATAD2B	CGS001-57459	A549	96 h	1
LINCSKD_4788	GBA	CGS001-2629	A549	96 h	1
LINCSKD_4789	GBGT1	CGS001-26301	A549	96 h	1
LINCSKD_4790	GBP2	CGS001-2634	A549	96 h	1
LINCSKD_4791	GCA	CGS001-25801	A549	96 h	1
LINCSKD_4792	GCAT	CGS001-23464	A549	96 h	1
LINCSKD_4793	GCDH	CGS001-2639	A549	96 h	1
LINCSKD_4794	GCH1	CGS001-2643	A549	96 h	1
LINCSKD_4795	GCK	CGS001-2645	A549	96 h	1
LINCSKD_4796	GCLC	CGS001-2729	A549	96 h	1
LINCSKD_4797	GCLM	CGS001-2730	A549	96 h	1
LINCSKD_4798	GDI1	CGS001-2664	A549	96 h	1
LINCSKD_4799	GDPD5	CGS001-81544	A549	96 h	1
LINCSKD_4800	GFOD1	CGS001-54438	A549	96 h	1
LINCSKD_4801	GFOD2	CGS001-81577	A549	96 h	1
LINCSKD_4802	GFPT1	CGS001-2673	A549	96 h	1
LINCSKD_4803	GFPT2	CGS001-9945	A549	96 h	1
LINCSKD_4804	GFRA1	CGS001-2674	A549	96 h	1
LINCSKD_4805	GGA2	CGS001-23062	A549	96 h	1
LINCSKD_4806	GGCT	CGS001-79017	A549	96 h	1
LINCSKD_4807	GGCX	CGS001-2677	A549	96 h	1
LINCSKD_4808	GGH	CGS001-8836	A549	96 h	1
LINCSKD_4809	GGPS1	CGS001-9453	A549	96 h	1
LINCSKD_4810	GGT1	CGS001-2678	A549	96 h	1
LINCSKD_4811	GHR	CGS001-2690	A549	96 h	1
LINCSKD_4812	GIPC1	CGS001-10755	A549	96 h	1
LINCSKD_4813	GIT1	CGS001-28964	A549	96 h	1
LINCSKD_4814	GIT2	CGS001-9815	A549	96 h	1
LINCSKD_4815	GJA1	CGS001-2697	A549	96 h	1
LINCSKD_4816	GK	CGS001-2710	A549	96 h	1
LINCSKD_4817	GLA	CGS001-2717	A549	96 h	1
LINCSKD_4818	GLDC	CGS001-2731	A549	96 h	1
LINCSKD_4819	GLI1	CGS001-2735	A549	96 h	1
LINCSKD_4820	GLI3	CGS001-2737	A549	96 h	1
LINCSKD_4821	GLIS3	CGS001-169792	A549	96 h	1
LINCSKD_4822	GLOD4	CGS001-51031	A549	96 h	1
LINCSKD_4823	GLRX	CGS001-2745	A549	96 h	1
LINCSKD_4824	GLRX2	CGS001-51022	A549	96 h	1
LINCSKD_4825	GLS	CGS001-2744	A549	96 h	1
LINCSKD_4826	GLTSCR1	CGS001-29998	A549	96 h	1
LINCSKD_4827	GLUD1	CGS001-2746	A549	96 h	1
LINCSKD_4828	GLUD2	CGS001-2747	A549	96 h	1
LINCSKD_4829	GLUL	CGS001-2752	A549	96 h	1
LINCSKD_4830	GM2A	CGS001-2760	A549	96 h	1
LINCSKD_4831	GMDS	CGS001-2762	A549	96 h	1
LINCSKD_4832	GMEB1	CGS001-10691	A549	96 h	1
LINCSKD_4833	GMEB2	CGS001-26205	A549	96 h	1
LINCSKD_4834	GMNN	CGS001-51053	A549	96 h	1
LINCSKD_4835	GMPR2	CGS001-51292	A549	96 h	1
LINCSKD_4836	GMPS	CGS001-8833	A549	96 h	1
LINCSKD_4837	GNA11	CGS001-2767	A549	96 h	1
LINCSKD_4838	GNA12	CGS001-2768	A549	96 h	1
LINCSKD_4839	GNA13	CGS001-10672	A549	96 h	1
LINCSKD_4840	GNA15	CGS001-2769	A549	96 h	1
LINCSKD_4841	GNAI1	CGS001-2770	A549	96 h	1
LINCSKD_4842	GNAI2	CGS001-2771	A549	96 h	1
LINCSKD_4843	GNAI3	CGS001-2773	A549	96 h	1
LINCSKD_4844	GNAQ	CGS001-2776	A549	96 h	1
LINCSKD_4845	GNAS	CGS001-2778	A549	96 h	1
LINCSKD_4846	GNAZ	CGS001-2781	A549	96 h	1
LINCSKD_4847	GNB2	CGS001-2783	A549	96 h	1
LINCSKD_4848	GNB5	CGS001-10681	A549	96 h	1
LINCSKD_4849	GNE	CGS001-10020	A549	96 h	1
LINCSKD_4850	GNG4	CGS001-2786	A549	96 h	1
LINCSKD_4851	GNG5	CGS001-2787	A549	96 h	1
LINCSKD_4852	GNG8	CGS001-94235	A549	96 h	1
LINCSKD_4853	GNGT2	CGS001-2793	A549	96 h	1
LINCSKD_4854	GNPDA1	CGS001-10007	A549	96 h	1
LINCSKD_4855	GOLIM4	CGS001-27333	A549	96 h	1
LINCSKD_4856	GOT1	CGS001-2805	A549	96 h	1
LINCSKD_4857	GOT2	CGS001-2806	A549	96 h	1
LINCSKD_4858	GPATCH8	CGS001-23131	A549	96 h	1
LINCSKD_4859	GPBAR1	CGS001-151306	A549	96 h	1
LINCSKD_4860	GPC1	CGS001-2817	A549	96 h	1
LINCSKD_4861	GPER	CGS001-2852	A549	96 h	1
LINCSKD_4862	GPI	CGS001-2821	A549	96 h	1
LINCSKD_4863	GPR101	CGS001-83550	A549	96 h	1
LINCSKD_4864	GPR107	CGS001-57720	A549	96 h	1
LINCSKD_4865	GPR110	CGS001-266977	A549	96 h	1
LINCSKD_4866	GPR111	CGS001-222611	A549	96 h	1
LINCSKD_4867	GPR112	CGS001-139378	A549	96 h	1
LINCSKD_4868	GPR113	CGS001-165082	A549	96 h	1
LINCSKD_4869	GPR114	CGS001-221188	A549	96 h	1
LINCSKD_4870	GPR115	CGS001-221393	A549	96 h	1
LINCSKD_4871	GPR119	CGS001-139760	A549	96 h	1
LINCSKD_4872	GPR123	CGS001-84435	A549	96 h	1
LINCSKD_4873	GPR125	CGS001-166647	A549	96 h	1
LINCSKD_4874	GPR126	CGS001-57211	A549	96 h	1
LINCSKD_4875	GPR128	CGS001-84873	A549	96 h	1
LINCSKD_4876	GPR133	CGS001-283383	A549	96 h	1
LINCSKD_4877	GPR137	CGS001-56834	A549	96 h	1
LINCSKD_4878	GPR139	CGS001-124274	A549	96 h	1
LINCSKD_4879	GPR141	CGS001-353345	A549	96 h	1
LINCSKD_4880	GPR142	CGS001-350383	A549	96 h	1
LINCSKD_4881	GPR146	CGS001-115330	A549	96 h	1
LINCSKD_4882	GPR148	CGS001-344561	A549	96 h	1
LINCSKD_4883	GPR150	CGS001-285601	A549	96 h	1
LINCSKD_4884	GPR152	CGS001-390212	A549	96 h	1
LINCSKD_4885	GPR153	CGS001-387509	A549	96 h	1
LINCSKD_4886	GPR156	CGS001-165829	A549	96 h	1
LINCSKD_4887	GPR160	CGS001-26996	A549	96 h	1
LINCSKD_4888	GPR172A	CGS001-79581	A549	96 h	1
LINCSKD_4889	GPR174	CGS001-84636	A549	96 h	1
LINCSKD_4890	GPR176	CGS001-11245	A549	96 h	1
LINCSKD_4891	GPR179	CGS001-440435	A549	96 h	1
LINCSKD_4892	GPR19	CGS001-2842	A549	96 h	1
LINCSKD_4893	GPR26	CGS001-2849	A549	96 h	1
LINCSKD_4894	GPR31	CGS001-2853	A549	96 h	1
LINCSKD_4895	GPR34	CGS001-2857	A549	96 h	1
LINCSKD_4896	GPR35	CGS001-2859	A549	96 h	1
LINCSKD_4897	GPR37	CGS001-2861	A549	96 h	1
LINCSKD_4898	GPR39	CGS001-2863	A549	96 h	1
LINCSKD_4899	GPR4	CGS001-2828	A549	96 h	1
LINCSKD_4900	GPR55	CGS001-9290	A549	96 h	1
LINCSKD_4901	GPR56	CGS001-9289	A549	96 h	1
LINCSKD_4902	GPR62	CGS001-118442	A549	96 h	1
LINCSKD_4903	GPR64	CGS001-10149	A549	96 h	1
LINCSKD_4904	GPR65	CGS001-8477	A549	96 h	1
LINCSKD_4905	GPR78	CGS001-27201	A549	96 h	1
LINCSKD_4906	GPR82	CGS001-27197	A549	96 h	1
LINCSKD_4907	GPR83	CGS001-10888	A549	96 h	1
LINCSKD_4908	GPR84	CGS001-53831	A549	96 h	1
LINCSKD_4909	GPR87	CGS001-53836	A549	96 h	1
LINCSKD_4910	GPRC5A	CGS001-9052	A549	96 h	1
LINCSKD_4911	GPRC5B	CGS001-51704	A549	96 h	1
LINCSKD_4912	GPRC5C	CGS001-55890	A549	96 h	1
LINCSKD_4913	GPRC6A	CGS001-222545	A549	96 h	1
LINCSKD_4914	GPSM1	CGS001-26086	A549	96 h	1
LINCSKD_4915	GPSM2	CGS001-29899	A549	96 h	1
LINCSKD_4916	GPX1	CGS001-2876	A549	96 h	1
