SignatureId	TargetGene	CGSID	CellLine	Time	is_exemplar
LINCSKD_6619	SPDEF	CGS001-25803	A549	96 h	1
LINCSKD_6620	SPEN	CGS001-23013	A549	96 h	1
LINCSKD_6621	SPHK2	CGS001-56848	A549	96 h	1
LINCSKD_6622	SPIC	CGS001-121599	A549	96 h	1
LINCSKD_6623	SPP1	CGS001-6696	A549	96 h	1
LINCSKD_6624	SPR	CGS001-6697	A549	96 h	1
LINCSKD_6625	SPRED2	CGS001-200734	A549	96 h	1
LINCSKD_6626	SPRY1	CGS001-10252	A549	96 h	1
LINCSKD_6627	SPRY2	CGS001-10253	A549	96 h	1
LINCSKD_6628	SPRY4	CGS001-81848	A549	96 h	1
LINCSKD_6629	SPTAN1	CGS001-6709	A549	96 h	1
LINCSKD_6630	SPTLC1	CGS001-10558	A549	96 h	1
LINCSKD_6631	SPTLC2	CGS001-9517	A549	96 h	1
LINCSKD_6632	SQLE	CGS001-6713	A549	96 h	1
LINCSKD_6633	SQRDL	CGS001-58472	A549	96 h	1
LINCSKD_6634	SQSTM1	CGS001-8878	A549	96 h	1
LINCSKD_6635	SRC	CGS001-6714	A549	96 h	1
LINCSKD_6636	SRD5A1	CGS001-6715	A549	96 h	1
LINCSKD_6637	SREBF1	CGS001-6720	A549	96 h	1
LINCSKD_6638	SREBF2	CGS001-6721	A549	96 h	1
LINCSKD_6639	SRF	CGS001-6722	A549	96 h	1
LINCSKD_6640	SRM	CGS001-6723	A549	96 h	1
LINCSKD_6641	SRP14	CGS001-6727	A549	96 h	1
LINCSKD_6642	SRPK1	CGS001-6732	A549	96 h	1
LINCSKD_6643	SRPRB	CGS001-58477	A549	96 h	1
LINCSKD_6644	SRRM1	CGS001-10250	A549	96 h	1
LINCSKD_6645	SRRT	CGS001-51593	A549	96 h	1
LINCSKD_6646	SRSF2	CGS001-6427	A549	96 h	1
LINCSKD_6647	SRSF3	CGS001-6428	A549	96 h	1
LINCSKD_6648	SRSF4	CGS001-6429	A549	96 h	1
LINCSKD_6649	SRSF8	CGS001-10929	A549	96 h	1
LINCSKD_6650	SS18L1	CGS001-26039	A549	96 h	1
LINCSKD_6651	SSB	CGS001-6741	A549	96 h	1
LINCSKD_6652	SSBP2	CGS001-23635	A549	96 h	1
LINCSKD_6653	SSBP4	CGS001-170463	A549	96 h	1
LINCSKD_6654	SSX2	CGS001-6757	A549	96 h	1
LINCSKD_6655	SSX3	CGS001-10214	A549	96 h	1
LINCSKD_6656	ST13	CGS001-6767	A549	96 h	1
LINCSKD_6657	ST14	CGS001-6768	A549	96 h	1
LINCSKD_6658	ST3GAL5	CGS001-8869	A549	96 h	1
LINCSKD_6659	ST6GALNAC2	CGS001-10610	A549	96 h	1
LINCSKD_6660	ST7	CGS001-7982	A549	96 h	1
LINCSKD_6661	STAM2	CGS001-10254	A549	96 h	1
LINCSKD_6662	STAMBP	CGS001-10617	A549	96 h	1
LINCSKD_6663	STAP2	CGS001-55620	A549	96 h	1
LINCSKD_6664	STAT1	CGS001-6772	A549	96 h	1
LINCSKD_6665	STAT2	CGS001-6773	A549	96 h	1
LINCSKD_6666	STAT3	CGS001-6774	A549	96 h	1
LINCSKD_6667	STAT4	CGS001-6775	A549	96 h	1
LINCSKD_6668	STAT5A	CGS001-6776	A549	96 h	1
LINCSKD_6669	STAT5B	CGS001-6777	A549	96 h	1
LINCSKD_6670	STAT6	CGS001-6778	A549	96 h	1
LINCSKD_6671	STIL	CGS001-6491	A549	96 h	1
LINCSKD_6672	STK10	CGS001-6793	A549	96 h	1
LINCSKD_6673	STK11	CGS001-6794	A549	96 h	1
LINCSKD_6674	STK16	CGS001-8576	A549	96 h	1
LINCSKD_6675	STK17A	CGS001-9263	A549	96 h	1
LINCSKD_6676	STK19	CGS001-8859	A549	96 h	1
LINCSKD_6677	STK24	CGS001-8428	A549	96 h	1
LINCSKD_6678	STK25	CGS001-10494	A549	96 h	1
LINCSKD_6679	STK3	CGS001-6788	A549	96 h	1
LINCSKD_6680	STK33	CGS001-65975	A549	96 h	1
LINCSKD_6681	STK36	CGS001-27148	A549	96 h	1
LINCSKD_6682	STK38	CGS001-11329	A549	96 h	1
LINCSKD_6683	STK38L	CGS001-23012	A549	96 h	1
LINCSKD_6684	STK39	CGS001-27347	A549	96 h	1
LINCSKD_6685	STMN1	CGS001-3925	A549	96 h	1
LINCSKD_6686	STRADB	CGS001-55437	A549	96 h	1
LINCSKD_6687	STRN4	CGS001-29888	A549	96 h	1
LINCSKD_6688	STUB1	CGS001-10273	A549	96 h	1
LINCSKD_6689	STX1A	CGS001-6804	A549	96 h	1
LINCSKD_6690	STX4	CGS001-6810	A549	96 h	1
LINCSKD_6691	STXBP1	CGS001-6812	A549	96 h	1
LINCSKD_6692	STXBP2	CGS001-6813	A549	96 h	1
LINCSKD_6693	SUB1	CGS001-10923	A549	96 h	1
LINCSKD_6694	SUCLA2	CGS001-8803	A549	96 h	1
LINCSKD_6695	SUCLG1	CGS001-8802	A549	96 h	1
LINCSKD_6696	SUCLG2	CGS001-8801	A549	96 h	1
LINCSKD_6697	SUCNR1	CGS001-56670	A549	96 h	1
LINCSKD_6698	SUFU	CGS001-51684	A549	96 h	1
LINCSKD_6699	SULT1A1	CGS001-6817	A549	96 h	1
LINCSKD_6700	SULT1A2	CGS001-6799	A549	96 h	1
LINCSKD_6701	SULT1A3	CGS001-6818	A549	96 h	1
LINCSKD_6702	SULT2A1	CGS001-6822	A549	96 h	1
LINCSKD_6703	SULT2B1	CGS001-6820	A549	96 h	1
LINCSKD_6704	SUOX	CGS001-6821	A549	96 h	1
LINCSKD_6705	SUPT3H	CGS001-8464	A549	96 h	1
LINCSKD_6706	SUPT4H1	CGS001-6827	A549	96 h	1
LINCSKD_6707	SUPT5H	CGS001-6829	A549	96 h	1
LINCSKD_6708	SUPV3L1	CGS001-6832	A549	96 h	1
LINCSKD_6709	SV2A	CGS001-9900	A549	96 h	1
LINCSKD_6710	SWAP70	CGS001-23075	A549	96 h	1
LINCSKD_6711	SYF2	CGS001-25949	A549	96 h	1
LINCSKD_6712	SYK	CGS001-6850	A549	96 h	1
LINCSKD_6713	SYNE2	CGS001-23224	A549	96 h	1
LINCSKD_6714	SYNGR3	CGS001-9143	A549	96 h	1
LINCSKD_6715	SYPL1	CGS001-6856	A549	96 h	1
LINCSKD_6716	SYT1	CGS001-6857	A549	96 h	1
LINCSKD_6717	TAAR1	CGS001-134864	A549	96 h	1
LINCSKD_6718	TAAR6	CGS001-319100	A549	96 h	1
LINCSKD_6719	TAAR8	CGS001-83551	A549	96 h	1
LINCSKD_6720	TAAR9	CGS001-134860	A549	96 h	1
LINCSKD_6721	TAB2	CGS001-23118	A549	96 h	1
LINCSKD_6722	TAB3	CGS001-257397	A549	96 h	1
LINCSKD_6723	TACC3	CGS001-10460	A549	96 h	1
LINCSKD_6724	TADA2A	CGS001-6871	A549	96 h	1
LINCSKD_6725	TADA3	CGS001-10474	A549	96 h	1
LINCSKD_6726	TAF12	CGS001-6883	A549	96 h	1
LINCSKD_6727	TAF13	CGS001-6884	A549	96 h	1
LINCSKD_6728	TAF15	CGS001-8148	A549	96 h	1
LINCSKD_6729	TAF1B	CGS001-9014	A549	96 h	1
LINCSKD_6730	TAF5L	CGS001-27097	A549	96 h	1
LINCSKD_6731	TAF8	CGS001-129685	A549	96 h	1
LINCSKD_6732	TAGAP	CGS001-117289	A549	96 h	1
LINCSKD_6733	TAL1	CGS001-6886	A549	96 h	1
LINCSKD_6734	TAL2	CGS001-6887	A549	96 h	1
LINCSKD_6735	TANK	CGS001-10010	A549	96 h	1
LINCSKD_6736	TAOK2	CGS001-9344	A549	96 h	1
LINCSKD_6737	TAOK3	CGS001-51347	A549	96 h	1
LINCSKD_6738	TAP1	CGS001-6890	A549	96 h	1
LINCSKD_6739	TARBP1	CGS001-6894	A549	96 h	1
LINCSKD_6740	TARBP2	CGS001-6895	A549	96 h	1
LINCSKD_6741	TARDBP	CGS001-23435	A549	96 h	1
LINCSKD_6742	TARS	CGS001-6897	A549	96 h	1
LINCSKD_6743	TASP1	CGS001-55617	A549	96 h	1
LINCSKD_6744	TATDN2	CGS001-9797	A549	96 h	1
LINCSKD_6745	TBC1D15	CGS001-64786	A549	96 h	1
LINCSKD_6746	TBC1D2B	CGS001-23102	A549	96 h	1
LINCSKD_6747	TBC1D9B	CGS001-23061	A549	96 h	1
LINCSKD_6748	TBCB	CGS001-1155	A549	96 h	1
LINCSKD_6749	TBK1	CGS001-29110	A549	96 h	1
LINCSKD_6750	TBL3	CGS001-10607	A549	96 h	1
LINCSKD_6751	TBP	CGS001-6908	A549	96 h	1
LINCSKD_6752	TBPL1	CGS001-9519	A549	96 h	1
LINCSKD_6753	TBX20	CGS001-57057	A549	96 h	1
LINCSKD_6754	TBX2	CGS001-6909	A549	96 h	1
LINCSKD_6755	TBX3	CGS001-6926	A549	96 h	1
LINCSKD_6756	TBXA2R	CGS001-6915	A549	96 h	1
LINCSKD_6757	TCEA1	CGS001-6917	A549	96 h	1
LINCSKD_6758	TCEA2	CGS001-6919	A549	96 h	1
LINCSKD_6759	TCEAL4	CGS001-79921	A549	96 h	1
LINCSKD_6760	TCEB3	CGS001-6924	A549	96 h	1
LINCSKD_6761	TCEB3C	CGS001-162699	A549	96 h	1
LINCSKD_6762	TCERG1	CGS001-10915	A549	96 h	1
LINCSKD_6763	TCF12	CGS001-6938	A549	96 h	1
LINCSKD_6764	TCF3	CGS001-6929	A549	96 h	1
LINCSKD_6765	TCF4	CGS001-6925	A549	96 h	1
LINCSKD_6766	TCF7	CGS001-6932	A549	96 h	1
LINCSKD_6767	TCF7L1	CGS001-83439	A549	96 h	1
LINCSKD_6768	TCF7L2	CGS001-6934	A549	96 h	1
LINCSKD_6769	TCFL5	CGS001-10732	A549	96 h	1
LINCSKD_6770	TCIRG1	CGS001-10312	A549	96 h	1
LINCSKD_6771	TCTA	CGS001-6988	A549	96 h	1
LINCSKD_6772	TCTN1	CGS001-79600	A549	96 h	1
LINCSKD_6773	TDRD3	CGS001-81550	A549	96 h	1
LINCSKD_6774	TDRD9	CGS001-122402	A549	96 h	1
LINCSKD_6775	TEAD1	CGS001-7003	A549	96 h	1
LINCSKD_6776	TEAD2	CGS001-8463	A549	96 h	1
LINCSKD_6777	TEAD4	CGS001-7004	A549	96 h	1
LINCSKD_6778	TEK	CGS001-7010	A549	96 h	1
LINCSKD_6779	TERF1	CGS001-7013	A549	96 h	1
LINCSKD_6780	TERF2IP	CGS001-54386	A549	96 h	1
LINCSKD_6781	TES	CGS001-26136	A549	96 h	1
LINCSKD_6782	TESK1	CGS001-7016	A549	96 h	1
LINCSKD_6783	TEX10	CGS001-54881	A549	96 h	1
LINCSKD_6784	TF	CGS001-7018	A549	96 h	1
LINCSKD_6785	TFAP2A	CGS001-7020	A549	96 h	1
LINCSKD_6786	TFAP4	CGS001-7023	A549	96 h	1
LINCSKD_6787	TFCP2	CGS001-7024	A549	96 h	1
LINCSKD_6788	TFDP1	CGS001-7027	A549	96 h	1
LINCSKD_6789	TFDP2	CGS001-7029	A549	96 h	1
LINCSKD_6790	TFE3	CGS001-7030	A549	96 h	1
LINCSKD_6791	TFF1	CGS001-7031	A549	96 h	1
LINCSKD_6792	TFF2	CGS001-7032	A549	96 h	1
LINCSKD_6793	TFG	CGS001-10342	A549	96 h	1
LINCSKD_6794	TFPI	CGS001-7035	A549	96 h	1
LINCSKD_6795	TFRC	CGS001-7037	A549	96 h	1
LINCSKD_6796	TGDS	CGS001-23483	A549	96 h	1
LINCSKD_6797	TGFA	CGS001-7039	A549	96 h	1
LINCSKD_6798	TGFB1	CGS001-7040	A549	96 h	1
LINCSKD_6799	TGFBR1	CGS001-7046	A549	96 h	1
LINCSKD_6800	TGFBR2	CGS001-7048	A549	96 h	1
LINCSKD_6801	TGIF2LY	CGS001-90655	A549	96 h	1
LINCSKD_6802	TGM2	CGS001-7052	A549	96 h	1
LINCSKD_6803	TH	CGS001-7054	A549	96 h	1
LINCSKD_6804	THADA	CGS001-63892	A549	96 h	1
LINCSKD_6805	THAP11	CGS001-57215	A549	96 h	1
LINCSKD_6806	THBD	CGS001-7056	A549	96 h	1
LINCSKD_6807	THBS1	CGS001-7057	A549	96 h	1
LINCSKD_6808	THRAP3	CGS001-9967	A549	96 h	1
LINCSKD_6809	TIAM1	CGS001-7074	A549	96 h	1
LINCSKD_6810	TIMELESS	CGS001-8914	A549	96 h	1
LINCSKD_6811	TIMM17B	CGS001-10245	A549	96 h	1
LINCSKD_6812	TIMM22	CGS001-29928	A549	96 h	1
LINCSKD_6813	TIMM50	CGS001-92609	A549	96 h	1
LINCSKD_6814	TIMM9	CGS001-26520	A549	96 h	1
LINCSKD_6815	TIMP1	CGS001-7076	A549	96 h	1
LINCSKD_6816	TIMP2	CGS001-7077	A549	96 h	1
LINCSKD_6817	TIMP3	CGS001-7078	A549	96 h	1
LINCSKD_6818	TIMP4	CGS001-7079	A549	96 h	1
LINCSKD_6819	TINF2	CGS001-26277	A549	96 h	1
LINCSKD_6820	TIPARP	CGS001-25976	A549	96 h	1
LINCSKD_6821	TIRAP	CGS001-114609	A549	96 h	1
LINCSKD_6822	TJP1	CGS001-7082	A549	96 h	1
LINCSKD_6823	TK1	CGS001-7083	A549	96 h	1
LINCSKD_6824	TKT	CGS001-7086	A549	96 h	1
LINCSKD_6825	TLE1	CGS001-7088	A549	96 h	1
LINCSKD_6826	TLE2	CGS001-7089	A549	96 h	1
LINCSKD_6827	TLE3	CGS001-7090	A549	96 h	1
LINCSKD_6828	TLK2	CGS001-11011	A549	96 h	1
LINCSKD_6829	TLR2	CGS001-7097	A549	96 h	1
LINCSKD_6830	TLR4	CGS001-7099	A549	96 h	1
LINCSKD_6831	TLR5	CGS001-7100	A549	96 h	1
LINCSKD_6832	TLR7	CGS001-51284	A549	96 h	1
LINCSKD_6833	TLR8	CGS001-51311	A549	96 h	1
LINCSKD_6834	TLR9	CGS001-54106	A549	96 h	1
LINCSKD_6835	TM7SF2	CGS001-7108	A549	96 h	1
LINCSKD_6836	TM9SF2	CGS001-9375	A549	96 h	1
LINCSKD_6837	TM9SF3	CGS001-56889	A549	96 h	1
LINCSKD_6838	TMCO1	CGS001-54499	A549	96 h	1
LINCSKD_6839	TMED10	CGS001-10972	A549	96 h	1
LINCSKD_6840	TMED7	CGS001-51014	A549	96 h	1
LINCSKD_6841	TMED9	CGS001-54732	A549	96 h	1
LINCSKD_6842	TMEM109	CGS001-79073	A549	96 h	1
LINCSKD_6843	TMEM110	CGS001-375346	A549	96 h	1
LINCSKD_6844	TMEM11	CGS001-8834	A549	96 h	1
LINCSKD_6845	TMEM127	CGS001-55654	A549	96 h	1
LINCSKD_6846	TMEM154	CGS001-201799	A549	96 h	1
LINCSKD_6847	TMEM174	CGS001-134288	A549	96 h	1
LINCSKD_6848	TMEM2	CGS001-23670	A549	96 h	1
LINCSKD_6849	TMEM50A	CGS001-23585	A549	96 h	1
LINCSKD_6850	TMEM5	CGS001-10329	A549	96 h	1
LINCSKD_6851	TMEM97	CGS001-27346	A549	96 h	1
LINCSKD_6852	TNF	CGS001-7124	A549	96 h	1
LINCSKD_6853	TNFAIP1	CGS001-7126	A549	96 h	1
LINCSKD_6854	TNFAIP3	CGS001-7128	A549	96 h	1
LINCSKD_6855	TNFRSF10A	CGS001-8797	A549	96 h	1
LINCSKD_6856	TNFRSF10B	CGS001-8795	A549	96 h	1
LINCSKD_6857	TNFRSF11A	CGS001-8792	A549	96 h	1
LINCSKD_6858	TNFRSF12A	CGS001-51330	A549	96 h	1
LINCSKD_6859	TNFRSF13C	CGS001-115650	A549	96 h	1
LINCSKD_6860	TNFRSF14	CGS001-8764	A549	96 h	1
LINCSKD_6861	TNFRSF18	CGS001-8784	A549	96 h	1
LINCSKD_6862	TNFRSF19	CGS001-55504	A549	96 h	1
LINCSKD_6863	TNFRSF1A	CGS001-7132	A549	96 h	1
LINCSKD_6864	TNFRSF21	CGS001-27242	A549	96 h	1
LINCSKD_6865	TNFSF10	CGS001-8743	A549	96 h	1
LINCSKD_6866	TNFSF13	CGS001-8741	A549	96 h	1
LINCSKD_6867	TNFSF13B	CGS001-10673	A549	96 h	1
LINCSKD_6868	TNFSF15	CGS001-9966	A549	96 h	1
LINCSKD_6869	TNFSF4	CGS001-7292	A549	96 h	1
LINCSKD_6870	TNFSF8	CGS001-944	A549	96 h	1
LINCSKD_6871	TNIK	CGS001-23043	A549	96 h	1
LINCSKD_6872	TNIP1	CGS001-10318	A549	96 h	1
LINCSKD_6873	TNKS2	CGS001-80351	A549	96 h	1
LINCSKD_6874	TNPO3	CGS001-23534	A549	96 h	1
LINCSKD_6875	TOLLIP	CGS001-54472	A549	96 h	1
LINCSKD_6876	TOMM22	CGS001-56993	A549	96 h	1
LINCSKD_6877	TOMM34	CGS001-10953	A549	96 h	1
LINCSKD_6878	TOMM40	CGS001-10452	A549	96 h	1
LINCSKD_6879	TOMM70A	CGS001-9868	A549	96 h	1
LINCSKD_6880	TOP1	CGS001-7150	A549	96 h	1
LINCSKD_6881	TOP2A	CGS001-7153	A549	96 h	1
LINCSKD_6882	TOP2B	CGS001-7155	A549	96 h	1
LINCSKD_6883	TOPBP1	CGS001-11073	A549	96 h	1
LINCSKD_6884	TOR1A	CGS001-1861	A549	96 h	1
LINCSKD_6885	TOX2	CGS001-84969	A549	96 h	1
LINCSKD_6886	TP53	CGS001-7157	A549	96 h	1
LINCSKD_6887	TP53BP1	CGS001-7158	A549	96 h	1
LINCSKD_6888	TP53BP2	CGS001-7159	A549	96 h	1
LINCSKD_6889	TP53RK	CGS001-112858	A549	96 h	1
LINCSKD_6890	TP53TG1	CGS001-11257	A549	96 h	1
LINCSKD_6891	TPD52L2	CGS001-7165	A549	96 h	1
LINCSKD_6892	TPD52L3	CGS001-89882	A549	96 h	1
LINCSKD_6893	TPI1	CGS001-7167	A549	96 h	1
LINCSKD_6894	TPM1	CGS001-7168	A549	96 h	1
LINCSKD_6895	TPMT	CGS001-7172	A549	96 h	1
LINCSKD_6896	TPR	CGS001-7175	A549	96 h	1
LINCSKD_6897	TPRKB	CGS001-51002	A549	96 h	1
LINCSKD_6898	TRADD	CGS001-8717	A549	96 h	1
LINCSKD_6899	TRAF1	CGS001-7185	A549	96 h	1
LINCSKD_6900	TRAF2	CGS001-7186	A549	96 h	1
LINCSKD_6901	TRAF4	CGS001-9618	A549	96 h	1
LINCSKD_6902	TRAF5	CGS001-7188	A549	96 h	1
LINCSKD_6903	TRAF6	CGS001-7189	A549	96 h	1
LINCSKD_6904	TRAF7	CGS001-84231	A549	96 h	1
LINCSKD_6905	TRAFD1	CGS001-10906	A549	96 h	1
LINCSKD_6906	TRAK2	CGS001-66008	A549	96 h	1
LINCSKD_6907	TRAM2	CGS001-9697	A549	96 h	1
LINCSKD_6908	TRAP1	CGS001-10131	A549	96 h	1
LINCSKD_6909	TRAPPC3	CGS001-27095	A549	96 h	1
LINCSKD_6910	TRAPPC6A	CGS001-79090	A549	96 h	1
LINCSKD_6911	TRIB1	CGS001-10221	A549	96 h	1
LINCSKD_6912	TRIB3	CGS001-57761	A549	96 h	1
LINCSKD_6913	TRIM13	CGS001-10206	A549	96 h	1
LINCSKD_6914	TRIM16	CGS001-10626	A549	96 h	1
LINCSKD_6915	TRIM2	CGS001-23321	A549	96 h	1
LINCSKD_6916	TRIM24	CGS001-8805	A549	96 h	1
LINCSKD_6917	TRIM27	CGS001-5987	A549	96 h	1
LINCSKD_6918	TRIM29	CGS001-23650	A549	96 h	1
LINCSKD_6919	TRIM32	CGS001-22954	A549	96 h	1
LINCSKD_6920	TRIM38	CGS001-10475	A549	96 h	1
LINCSKD_6921	TRIO	CGS001-7204	A549	96 h	1
LINCSKD_6922	TRIP10	CGS001-9322	A549	96 h	1
LINCSKD_6923	TRIP13	CGS001-9319	A549	96 h	1
LINCSKD_6924	TRPM5	CGS001-29850	A549	96 h	1
LINCSKD_6925	TRPS1	CGS001-7227	A549	96 h	1
LINCSKD_6926	TRRAP	CGS001-8295	A549	96 h	1
LINCSKD_6927	TSC1	CGS001-7248	A549	96 h	1
LINCSKD_6928	TSC22D1	CGS001-8848	A549	96 h	1
LINCSKD_6929	TSC22D3	CGS001-1831	A549	96 h	1
LINCSKD_6930	TSEN2	CGS001-80746	A549	96 h	1
LINCSKD_6931	TSG101	CGS001-7251	A549	96 h	1
LINCSKD_6932	TSHZ3	CGS001-57616	A549	96 h	1
LINCSKD_6933	TSKU	CGS001-25987	A549	96 h	1
LINCSKD_6934	TSLP	CGS001-85480	A549	96 h	1
LINCSKD_6935	TSN	CGS001-7247	A549	96 h	1
LINCSKD_6936	TSPAN3	CGS001-10099	A549	96 h	1
LINCSKD_6937	TSPAN4	CGS001-7106	A549	96 h	1
LINCSKD_6938	TSPAN6	CGS001-7105	A549	96 h	1
LINCSKD_6939	TSPAN8	CGS001-7103	A549	96 h	1
LINCSKD_6940	TSSC4	CGS001-10078	A549	96 h	1
LINCSKD_6941	TST	CGS001-7263	A549	96 h	1
LINCSKD_6942	TSTA3	CGS001-7264	A549	96 h	1
LINCSKD_6943	TTC3	CGS001-7267	A549	96 h	1
LINCSKD_6944	TTF1	CGS001-7270	A549	96 h	1
LINCSKD_6945	TTK	CGS001-7272	A549	96 h	1
LINCSKD_6946	TTR	CGS001-7276	A549	96 h	1
LINCSKD_6947	TUBA1A	CGS001-7846	A549	96 h	1
LINCSKD_6948	TUBB2A	CGS001-7280	A549	96 h	1
LINCSKD_6949	TUBB2C	CGS001-10383	A549	96 h	1
LINCSKD_6950	TUBB3	CGS001-10381	A549	96 h	1
LINCSKD_6951	TUBB6	CGS001-84617	A549	96 h	1
LINCSKD_6952	TUBD1	CGS001-51174	A549	96 h	1
LINCSKD_6953	TWF2	CGS001-11344	A549	96 h	1
LINCSKD_6954	TWIST1	CGS001-7291	A549	96 h	1
LINCSKD_6955	TWIST2	CGS001-117581	A549	96 h	1
LINCSKD_6956	TXLNA	CGS001-200081	A549	96 h	1
LINCSKD_6957	TXNDC9	CGS001-10190	A549	96 h	1
LINCSKD_6958	TXNIP	CGS001-10628	A549	96 h	1
LINCSKD_6959	TXNL1	CGS001-9352	A549	96 h	1
LINCSKD_6960	TXNL4B	CGS001-54957	A549	96 h	1
LINCSKD_6961	TXNRD1	CGS001-7296	A549	96 h	1
LINCSKD_6962	TXNRD2	CGS001-10587	A549	96 h	1
LINCSKD_6963	TXNRD3	CGS001-114112	A549	96 h	1
LINCSKD_6964	TYK2	CGS001-7297	A549	96 h	1
LINCSKD_6965	TYMS	CGS001-7298	A549	96 h	1
LINCSKD_6966	TYRO3	CGS001-7301	A549	96 h	1
LINCSKD_6967	UAP1	CGS001-6675	A549	96 h	1
LINCSKD_6968	UBA52	CGS001-7311	A549	96 h	1
LINCSKD_6969	UBAC2	CGS001-337867	A549	96 h	1
LINCSKD_6970	UBAP1	CGS001-51271	A549	96 h	1
LINCSKD_6971	UBAP2L	CGS001-9898	A549	96 h	1
LINCSKD_6972	UBASH3A	CGS001-53347	A549	96 h	1
LINCSKD_6973	UBB	CGS001-7314	A549	96 h	1
LINCSKD_6974	UBC	CGS001-7316	A549	96 h	1
LINCSKD_6975	UBE2A	CGS001-7319	A549	96 h	1
LINCSKD_6976	UBE2C	CGS001-11065	A549	96 h	1
LINCSKD_6977	UBE2D1	CGS001-7321	A549	96 h	1
LINCSKD_6978	UBE2D3	CGS001-7323	A549	96 h	1
LINCSKD_6979	UBE2E3	CGS001-10477	A549	96 h	1
LINCSKD_6980	UBE2J1	CGS001-51465	A549	96 h	1
LINCSKD_6981	UBE2K	CGS001-3093	A549	96 h	1
LINCSKD_6982	UBE2L3	CGS001-7332	A549	96 h	1
LINCSKD_6983	UBE2L6	CGS001-9246	A549	96 h	1
LINCSKD_6984	UBE2N	CGS001-7334	A549	96 h	1
LINCSKD_6985	UBE2V1	CGS001-7335	A549	96 h	1
LINCSKD_6986	UBE2Z	CGS001-65264	A549	96 h	1
LINCSKD_6987	UBE3A	CGS001-7337	A549	96 h	1
LINCSKD_6988	UBE3B	CGS001-89910	A549	96 h	1
LINCSKD_6989	UBE3C	CGS001-9690	A549	96 h	1
LINCSKD_6990	UBE4A	CGS001-9354	A549	96 h	1
LINCSKD_6991	UBL5	CGS001-59286	A549	96 h	1
LINCSKD_6992	UBP1	CGS001-7342	A549	96 h	1
LINCSKD_6993	UBQLN2	CGS001-29978	A549	96 h	1
LINCSKD_6994	UBR7	CGS001-55148	A549	96 h	1
LINCSKD_6995	UBTF	CGS001-7343	A549	96 h	1
LINCSKD_6996	UCHL1	CGS001-7345	A549	96 h	1
LINCSKD_6997	UCK2	CGS001-7371	A549	96 h	1
LINCSKD_6998	UFD1L	CGS001-7353	A549	96 h	1
LINCSKD_6999	UFM1	CGS001-51569	A549	96 h	1
LINCSKD_7000	UGCG	CGS001-7357	A549	96 h	1
LINCSKD_7001	UGDH	CGS001-7358	A549	96 h	1
LINCSKD_7002	UGP2	CGS001-7360	A549	96 h	1
LINCSKD_7003	UGT1A1	CGS001-54658	A549	96 h	1
LINCSKD_7004	UGT1A3	CGS001-54659	A549	96 h	1
LINCSKD_7005	UGT1A6	CGS001-54578	A549	96 h	1
LINCSKD_7006	UGT1A9	CGS001-54600	A549	96 h	1
LINCSKD_7007	UGT2B28	CGS001-54490	A549	96 h	1
LINCSKD_7008	UIMC1	CGS001-51720	A549	96 h	1
LINCSKD_7009	ULK1	CGS001-8408	A549	96 h	1
LINCSKD_7010	ULK2	CGS001-9706	A549	96 h	1
LINCSKD_7011	ULK3	CGS001-25989	A549	96 h	1
LINCSKD_7012	UMODL1	CGS001-89766	A549	96 h	1
LINCSKD_7013	UNG	CGS001-7374	A549	96 h	1
LINCSKD_7014	UQCR11	CGS001-10975	A549	96 h	1
LINCSKD_7015	UQCRB	CGS001-7381	A549	96 h	1
LINCSKD_7016	UQCRC1	CGS001-7384	A549	96 h	1
LINCSKD_7017	UQCRFS1	CGS001-7386	A549	96 h	1
LINCSKD_7018	UROD	CGS001-7389	A549	96 h	1
LINCSKD_7019	USF1	CGS001-7391	A549	96 h	1
LINCSKD_7020	USP1	CGS001-7398	A549	96 h	1
LINCSKD_7021	USP12	CGS001-219333	A549	96 h	1
LINCSKD_7022	USP14	CGS001-9097	A549	96 h	1
LINCSKD_7023	USP15	CGS001-9958	A549	96 h	1
LINCSKD_7024	USP16	CGS001-10600	A549	96 h	1
LINCSKD_7025	USP20	CGS001-10868	A549	96 h	1
LINCSKD_7026	USP22	CGS001-23326	A549	96 h	1
LINCSKD_7027	USP32	CGS001-84669	A549	96 h	1
LINCSKD_7028	USP47	CGS001-55031	A549	96 h	1
LINCSKD_7029	USP6NL	CGS001-9712	A549	96 h	1
LINCSKD_7030	USP7	CGS001-7874	A549	96 h	1
LINCSKD_7031	USP9X	CGS001-8239	A549	96 h	1
LINCSKD_7032	UTP14A	CGS001-10813	A549	96 h	1
LINCSKD_7033	UTP18	CGS001-51096	A549	96 h	1
LINCSKD_7034	UTS2R	CGS001-2837	A549	96 h	1
LINCSKD_7035	UVRAG	CGS001-7405	A549	96 h	1
LINCSKD_7036	UXT	CGS001-8409	A549	96 h	1
LINCSKD_7037	VAMP3	CGS001-9341	A549	96 h	1
LINCSKD_7038	VAMP7	CGS001-6845	A549	96 h	1
LINCSKD_7039	VAPB	CGS001-9217	A549	96 h	1
LINCSKD_7040	VARS	CGS001-7407	A549	96 h	1
LINCSKD_7041	VAT1	CGS001-10493	A549	96 h	1
LINCSKD_7042	VAV3	CGS001-10451	A549	96 h	1
LINCSKD_7043	VCAN	CGS001-1462	A549	96 h	1
LINCSKD_7044	VCP	CGS001-7415	A549	96 h	1
